"log_text","label","suggested_fix"
"CI log: npm ERR! Missing script: ""test"" after successful npm ci.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"Run npm run test failed with npm ERR! Missing script: test in frontend/package.json.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"Node test job failed: lifecycle script test is not defined for this package.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"npm ERR! missing script: test. Available scripts are dev, build, preview.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"The workflow calls npm test but this repository package.json does not define a test script.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"Error: Process completed with exit code 1 after npm test reported Missing script: test.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"pull_request checks failed at npm test because package scripts only include build and lint.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"Run npm test -- --watch=false failed: npm ERR! Missing script: test.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"npm run test:ci failed with npm ERR! Missing script: test:ci.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"CI node job attempted npm test in apps/web but no test command exists in that package.json.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"GitHub runner output: npm ERR! To see a list of scripts, run npm run. Missing script test.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"Test phase failed before executing tests because package.json does not contain ""test"" script.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"npm ERR! Missing script: ""test"" while running workflow job frontend-tests.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"The npm test command is configured in .github/workflows/ci.yml but not in package.json.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"CI completed install then failed with missing npm script test.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"npm run test failed in workspace client: Missing script: test.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"Node.js CI test command exited 1 because scripts.test is undefined.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"Actions log: Run npm test produced npm ERR! missing script: test.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"The repository uses vitest but package.json has no test script, causing npm test failure.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"CI check failed: npm ERR! Missing script test in generated frontend workflow.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"The job expected npm test but only npm run build is available.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"npm test in package frontend returned missing script error, not a test assertion failure.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"workflow node-ci.yml calls npm test and npm reported Missing script: ""test"".","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"Run tests step failed because package scripts do not define test.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"npm ERR! missing script test. Use npm run to list available commands.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"GitHub Actions frontend-tests job failed with npm missing script test.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"npm test failed at lifecycle lookup: missing script named test.","npm_missing_test_script","Add a test script to package.json or update the CI workflow to run the correct npm script."
"Run npm install failed with npm ERR! code ERESOLVE unable to resolve dependency tree.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"npm ci failed: npm ERR! ERESOLVE could not resolve peer dependency react@18 required by package.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"GitHub Actions install step failed with npm ERR! network timeout while fetching package metadata.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"npm install exited 1: npm ERR! code ETARGET No matching version found for package example-ui@9.9.9.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"CI dependency install failed: npm ERR! integrity checksum failed when downloading package tarball.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"npm ERR! code ENOTFOUND registry.npmjs.org while installing dependencies in workflow.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"Run npm ci
npm ERR! Cannot read properties of undefined while resolving dependency tree.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"npm install failed because package.json contains invalid dependency version ""latestt"".","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"GitHub runner failed during npm ci with peer dependency conflict between eslint and plugin versions.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"npm ERR! E401 Unable to authenticate, need public package access or configured registry token.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"Install Dependencies step failed: npm ERR! code ECONNRESET while fetching npm package.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"npm ci failed after cache restore: npm ERR! sha512 checksum integrity verification failed.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"npm ERR! Could not resolve dependency: peer vite@^5 required by plugin but vite@4 installed.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"CI log: npm install --legacy-peer-deps was not used and dependency tree resolution failed.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"npm ERR! ETARGET No matching version found for @types/node@99.0.0.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"npm install stopped with ENOSPC no space left on device while extracting node_modules.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"Node dependency installation failed in GitHub Actions with npm ERR! ERESOLVE overriding peer dependency.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"Run npm ci failed: package-lock.json contains dependency not present in package.json.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"npm ERR! Invalid package name found in dependencies during CI install.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"The npm install step failed before build due to unresolved dependency conflict.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"CI setup failed: npm ERR! tarball data for dependency seems to be corrupted.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"npm ci returned ELIFECYCLE while running dependency postinstall script.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"npm ERR! command sh -c node-gyp rebuild failed during npm install.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"GitHub Actions Node install failed because optional native dependency compilation failed.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"npm install failed with npm ERR! code EACCES permission denied creating node_modules cache.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"npm ERR! Failed at package postinstall script during dependency installation.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"CI log shows npm ERR! unable to resolve dependency tree for workspace packages.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"npm ci failed: lockfile package versions do not satisfy package.json requirements.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"Run npm install --no-audit failed with registry fetch 503 Service Unavailable.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"Dependency installation ended with npm ERR! cb() never called in CI runner.","npm_install_failed","Fix npm dependency installation issues, clear the cache if needed, and ensure package.json contains valid dependency versions."
"Run npm run build failed: vite build exited with error TS2304 Cannot find name process.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"GitHub Actions build step failed with npm ERR! command failed npm run build.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"npm run build returned exit code 1 after TypeScript compilation error in src/App.tsx.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"vite build failed: Rollup failed to resolve import ./MissingComponent from src/main.tsx.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"CI frontend build failed: error during build: Could not resolve module @/components/Header.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"npm ERR! lifecycle build failed. react-scripts build exited with status 1.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"Run npm run build
Type error: Property id does not exist on type User.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"Build job failed after npm ci: tsc exited with code 2.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"GitHub runner output: npm run build failed because ESLint found blocking errors.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"Next.js build failed: Failed to compile. Module not found: Cannot resolve fs in browser bundle.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"Vite production build failed with syntax error Unexpected token in src/pages/Dashboard.tsx.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"npm run build failed: Cannot find module vite from project root.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"CI error: build script returned non-zero exit code after TypeScript check.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"frontend build failed because environment variable VITE_API_BASE_URL is referenced incorrectly.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"Run npm run build failed with JavaScript heap out of memory in production bundle.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"npm ERR! code ELIFECYCLE npm ERR! app@1.0.0 build: vite build.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"The generated workflow passed install but failed at npm run build due to missing export.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"TypeScript build failed: Type string is not assignable to type number in src/types/index.ts.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"GitHub Actions CI failed: npm run build produced dist compile errors.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"npm build step failed because package.json has build script but imported file path is wrong.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"React production build failed: Module not found: Error: Cannot resolve ./styles.css.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"Run npm run build --if-present found build script and it exited with status 1.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"CI build output: vite v5 building for production... error: Failed to resolve import.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"npm run build failed after lint: tsc --noEmit found type errors.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"Webpack build failed in GitHub Actions with Module parse failed: Unexpected token.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"Build frontend step failed: npm ERR! Failed at the web@0.1.0 build script.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"Node CI job failed in build stage, not install stage: npm run build returned 1.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"The app compiles locally but CI build failed due to case-sensitive import path mismatch.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"GitHub Actions ubuntu runner failed: Cannot find file src/components/navbar.tsx imported as Navbar.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"npm run build stopped because TypeScript strict mode rejected implicit any in component props.","npm_build_failed","Fix the frontend build error locally, then rerun npm run build in CI."
"Run pip install -r requirements.txt completed, then python app.py failed: ModuleNotFoundError: No module named fastapi.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"GitHub Actions Python job failed: ImportError No module named requests during test collection.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"pytest failed during import because dependency pydantic_settings is not installed.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"CI log: ModuleNotFoundError: No module named sqlalchemy. Add it to requirements.txt.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"Python workflow failed after setup-python: ImportError: No module named uvicorn.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"Run python -m pytest failed while importing app.main: No module named jose.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"Dependency missing in CI image: ModuleNotFoundError: No module named pandas.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"Test collection error: No module named sklearn after installing requirements.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"GitHub Actions backend tests failed because python-dotenv is missing from requirements.txt.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"ImportError while loading conftest.py: No module named httpx.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"CI failed: ModuleNotFoundError: No module named alembic when running migration check.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"Python job error: No module named asyncpg while connecting to test database.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"Run python script failed with ImportError cannot import name BaseSettings because pydantic-settings is missing.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"pytest collection failed: ModuleNotFoundError: No module named passlib.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"The backend starts locally but CI fails because bcrypt dependency was not installed.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"GitHub runner log: No module named yaml when workflow generator test imports PyYAML.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"Python import failed: No module named github. PyGithub dependency is missing.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"CI test setup missing package: ModuleNotFoundError: No module named langchain.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"Run python -m app.main failed: No module named structlog.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"Backend unit tests failed before execution because email_validator is not installed.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"Missing Python dependency in CI: ImportError No module named multipart.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"setup-python succeeded but pip dependencies skipped; app import failed for fastapi.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"ModuleNotFoundError: No module named numpy when loading trained model artifact.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"CI failed importing joblib because joblib is not listed in requirements.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"Python job log shows missing dependency redis when importing Celery app.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"ImportError No module named docker while loading Docker tool tests.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"pytest cannot import starlette.testclient because package stack is incomplete.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"Run backend tests failed: No module named cryptography required by jose backend.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"Python app crashed on startup: ModuleNotFoundError: No module named psycopg.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"CI import error: missing dependency slowapi from requirements file.","python_missing_dependency","Add the missing package to requirements.txt or pyproject.toml and reinstall dependencies in CI."
"Run pytest failed: bash: pytest: command not found. Error: Process completed with exit code 127.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"GitHub Actions backend test step failed because pytest is not installed in the virtual environment.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"python -m pytest failed: No module named pytest.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"CI log: /bin/sh: 1: pytest: not found after pip install step.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"Run tests step used pytest tests -v but command was not available on PATH.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"pytest: command not found in ubuntu-latest runner. Add pytest to requirements-dev.txt.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"Backend workflow failed before collection: No module named pytest.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"The job installed production requirements only, then python -m pytest could not find pytest.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"GitHub runner output: pytest is not recognized as an internal or external command.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"CI test command exited 127 because pytest executable was missing.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"Run python -m pytest tests failed with ModuleNotFoundError: No module named pytest.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"pytest not found after setup-python because pip install -r requirements.txt did not include test dependencies.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"Test Backend step failed: command pytest unavailable.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"CI environment has Python but no pytest package installed.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"Workflow called pytest --cov app and shell returned command not found.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"The backend test stage failed immediately with /usr/bin/bash: pytest: command not found.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"No tests ran because pytest module was missing from the CI environment.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"Run pytest -q returned exit code 127 in GitHub Actions.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"python3 -m pytest cannot run because pytest is not installed.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"CI logs show pip install skipped dev extras, then pytest command failed.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"Backend CI: pytest executable not found in venv/bin.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"Test job failed with ModuleNotFoundError for pytest during command python -m pytest.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"The test runner image did not include pytest, causing backend checks to fail.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"Run unit tests step: pytest: not found.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"GitHub Actions Python test command failed before loading application: No module named pytest.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"pytest --cov=app failed because pytest package is missing.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"Shell output: line 1: pytest: command not found.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"CI dependency file lacks pytest, so test command cannot execute.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"The workflow used pip install -r requirements.txt but pytest lives in dev requirements not installed.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"Python test stage exited 127: pytest command unavailable.","pytest_not_found","Install pytest in the CI environment or add it to the test dependencies."
"pytest collection failed: ModuleNotFoundError: No module named app.services.user_service.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"Run python -m pytest failed importing tests: No module named backend.app.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"GitHub Actions log: ModuleNotFoundError: No module named src when running tests.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"Python import error: cannot import module app.main because PYTHONPATH is not configured.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"CI failed: ModuleNotFoundError: No module named config after moving files.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"Test collection error: ImportError while importing test module tests/test_api.py No module named api.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"ModuleNotFoundError: No module named common.utils in GitHub Actions but works locally.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"Run python scripts/train.py failed: No module named ml.dataset_loader.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"CI backend job failed: No module named app because tests run from repository root.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"ImportError: attempted relative import with no known parent package during pytest collection.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"ModuleNotFoundError: No module named project when executing python -m pytest.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"GitHub runner output: No module named services after package folder rename.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"Python test failed importing from app.api.routes.health: No module named app.api.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"CI error: src package not found. Set PYTHONPATH or install project with pip install -e .","module_not_found","Install the missing Python module or fix the import path/package configuration."
"ModuleNotFoundError: No module named tests.helpers while collecting tests.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"Run pytest failed with import path issue: No module named application.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"The package imports local module settings but CI cannot find it.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"ImportError in conftest.py: No module named app.core.database.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"Python job failed: ModuleNotFoundError for internal module workers.tasks.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"CI starts from backend directory and cannot import root-level package shared.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"No module named main when uvicorn main:app is run from wrong working directory.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"pytest error: ModuleNotFoundError: No module named models due to missing __init__.py.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"GitHub Actions test log shows local package not installed, causing internal imports to fail.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"Run python -m app.worker failed: No module named app.worker because module path is incorrect.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"ImportError: No module named utils.file_loader from tests/test_loader.py.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"CI failed to import routers because package path was not added to sys.path.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"ModuleNotFoundError: No module named backend when running from backend folder.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"The import app.schemas.schemas failed in CI due to wrong working-directory in workflow.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"Python cannot find local module cicd after repository restructure.","module_not_found","Install the missing Python module or fix the import path/package configuration."
"No module named devops_assistant when package is not installed before tests.","module_not_found","Install the missing Python module or fix the import path/package configuration."
